,DecsionTree,Logistic,KNN,RandomForest,RandomForest_classimabalnce,DTC_classimabalnce,AdaBoost,Metric
0,100.0,99.89729860211986,99.84594790317979,99.99034431301982,99.99166099760802,100.0,99.92056002984485,Trainaccuracy
1,100.0,61.197916666666664,8.59375,94.27083333333334,95.05208333333334,100.0,67.70833333333334,Trainrecall
2,99.91573329588147,99.89291106351604,99.82971103542712,99.96313331694815,99.95611109160492,99.89817773252344,99.91924440855307,Testaccuracy
3,78.70370370370371,62.96296296296296,10.185185185185185,82.4074074074074,79.62962962962963,75.0,70.37037037037037,Testrecall
